NAME:  test1
TYPE: AGTSP
COMMENT: gtsp tours
DIMENSION: 281 
GTSP_SETS: 41
EDGE_WEIGHT_TYPE: EXPLICIT
EDGE_WEIGHT_FORMAT: FULL_MATRIX 
EDGE_WEIGHT_SECTION
999999	999999	999999	999999	999999	999999	999999	86	86	86	86	78	999999	999999	56	56	56	48	999999	999999	999999	74	74	74	74	66	999999	999999	54	54	54	46	999999	999999	999999	50	50	50	42	999999	999999	999999	82	82	82	82	74	999999	999999	50	50	50	42	999999	999999	999999	30	30	22	999999	999999	999999	999999	116	116	116	116	116	116	108	22	14	999999	999999	999999	999999	999999	38	38	30	999999	999999	999999	999999	54	54	54	46	999999	999999	999999	104	104	104	104	104	96	999999	101	101	101	101	101	93	999999	105	105	105	105	105	97	999999	77	77	77	77	69	999999	999999	19	11	999999	999999	999999	999999	999999	123	123	123	123	123	123	115	59	59	59	51	999999	999999	999999	63	63	63	55	999999	999999	999999	52	52	52	44	999999	999999	999999	74	74	74	74	66	999999	999999	49	49	49	41	999999	999999	999999	58	58	58	50	999999	999999	999999	94	94	94	94	94	86	999999	77	77	77	77	69	999999	999999	21	13	999999	999999	999999	999999	999999	52	52	52	44	999999	999999	999999	97	97	97	97	97	89	999999	41	41	33	999999	999999	999999	999999	62	62	62	54	999999	999999	999999	69	69	69	69	61	999999	999999	76	76	76	76	68	999999	999999	77	77	77	77	69	999999	999999	46	46	38	999999	999999	999999	999999	23	15	999999	999999	999999	999999	999999	97	97	97	97	97	89	999999	47	47	39	999999	999999	999999	999999	81	81	81	81	73	999999	999999	0
999999	999999	999999	999999	999999	999999	999999	86	86	86	86	86	78	999999	56	56	56	56	48	999999	999999	74	74	74	74	74	66	999999	54	54	54	54	46	999999	999999	50	50	50	50	42	999999	999999	82	82	82	82	82	74	999999	50	50	50	50	42	999999	999999	30	30	30	22	999999	999999	999999	441	441	999999	999999	999999	999999	999999	22	22	14	999999	999999	999999	999999	38	38	38	30	999999	999999	999999	54	54	54	54	46	999999	999999	104	104	104	104	104	104	96	101	101	101	101	101	101	93	105	105	105	105	105	105	97	77	77	77	77	77	69	999999	19	19	11	999999	999999	999999	999999	469	469	999999	999999	999999	999999	999999	59	59	59	59	51	999999	999999	63	63	63	63	55	999999	999999	52	52	52	52	44	999999	999999	74	74	74	74	74	66	999999	49	49	49	49	41	999999	999999	58	58	58	58	50	999999	999999	94	94	94	94	94	94	86	77	77	77	77	77	69	999999	21	21	13	999999	999999	999999	999999	52	52	52	52	44	999999	999999	97	97	97	97	97	97	89	41	41	41	33	999999	999999	999999	62	62	62	62	54	999999	999999	69	69	69	69	69	61	999999	76	76	76	76	76	68	999999	77	77	77	77	77	69	999999	46	46	46	38	999999	999999	999999	23	23	15	999999	999999	999999	999999	97	97	97	97	97	97	89	47	47	47	39	999999	999999	999999	81	81	81	81	81	73	999999	0
999999	999999	999999	999999	999999	999999	999999	86	86	86	86	86	86	78	56	56	56	56	56	48	999999	74	74	74	74	74	74	66	54	54	54	54	54	46	999999	50	50	50	50	50	42	999999	82	82	82	82	82	82	74	50	50	50	50	50	42	999999	30	30	30	30	22	999999	999999	441	441	441	999999	999999	999999	999999	22	22	22	14	999999	999999	999999	38	38	38	38	30	999999	999999	54	54	54	54	54	46	999999	394	394	394	999999	999999	999999	999999	380	380	380	999999	999999	999999	999999	398	398	398	999999	999999	999999	999999	77	77	77	77	77	77	69	19	19	19	11	999999	999999	999999	469	469	469	999999	999999	999999	999999	59	59	59	59	59	51	999999	63	63	63	63	63	55	999999	52	52	52	52	52	44	999999	74	74	74	74	74	74	66	49	49	49	49	49	41	999999	58	58	58	58	58	50	999999	351	351	351	999999	999999	999999	999999	77	77	77	77	77	77	69	21	21	21	13	999999	999999	999999	52	52	52	52	52	44	999999	366	366	366	999999	999999	999999	999999	41	41	41	41	33	999999	999999	62	62	62	62	62	54	999999	69	69	69	69	69	69	61	76	76	76	76	76	76	68	77	77	77	77	77	77	69	46	46	46	46	38	999999	999999	23	23	23	15	999999	999999	999999	363	363	363	999999	999999	999999	999999	47	47	47	47	39	999999	999999	81	81	81	81	81	81	73	0
999999	999999	999999	999999	999999	999999	999999	321	321	321	321	999999	999999	999999	56	56	56	56	56	56	48	271	271	271	271	999999	999999	999999	54	54	54	54	54	54	46	50	50	50	50	50	50	42	305	305	305	305	999999	999999	999999	50	50	50	50	50	50	42	30	30	30	30	30	22	999999	441	441	441	441	999999	999999	999999	22	22	22	22	14	999999	999999	38	38	38	38	38	30	999999	54	54	54	54	54	54	46	394	394	394	394	999999	999999	999999	380	380	380	380	999999	999999	999999	398	398	398	398	999999	999999	999999	282	282	282	282	999999	999999	999999	19	19	19	19	11	999999	999999	469	469	469	469	999999	999999	999999	59	59	59	59	59	59	51	63	63	63	63	63	63	55	52	52	52	52	52	52	44	272	272	272	272	999999	999999	999999	49	49	49	49	49	49	41	58	58	58	58	58	58	50	351	351	351	351	999999	999999	999999	282	282	282	282	999999	999999	999999	21	21	21	21	13	999999	999999	52	52	52	52	52	52	44	366	366	366	366	999999	999999	999999	41	41	41	41	41	33	999999	62	62	62	62	62	62	54	252	252	252	252	999999	999999	999999	279	279	279	279	999999	999999	999999	284	284	284	284	999999	999999	999999	46	46	46	46	46	38	999999	23	23	23	23	15	999999	999999	363	363	363	363	999999	999999	999999	47	47	47	47	47	39	999999	300	300	300	300	999999	999999	999999	0
999999	999999	999999	999999	999999	999999	999999	321	321	321	321	321	999999	999999	200	200	200	200	200	999999	999999	271	271	271	271	271	999999	999999	190	190	190	190	190	999999	999999	177	177	177	177	177	999999	999999	305	305	305	305	305	999999	999999	175	175	175	175	175	999999	999999	30	30	30	30	30	30	22	441	441	441	441	441	999999	999999	22	22	22	22	22	14	999999	38	38	38	38	38	38	30	192	192	192	192	192	999999	999999	394	394	394	394	394	999999	999999	380	380	380	380	380	999999	999999	398	398	398	398	398	999999	999999	282	282	282	282	282	999999	999999	19	19	19	19	19	11	999999	469	469	469	469	469	999999	999999	212	212	212	212	212	999999	999999	230	230	230	230	230	999999	999999	183	183	183	183	183	999999	999999	272	272	272	272	272	999999	999999	173	173	173	173	173	999999	999999	208	208	208	208	208	999999	999999	351	351	351	351	351	999999	999999	282	282	282	282	282	999999	999999	21	21	21	21	21	13	999999	185	185	185	185	185	999999	999999	366	366	366	366	366	999999	999999	41	41	41	41	41	41	33	226	226	226	226	226	999999	999999	252	252	252	252	252	999999	999999	279	279	279	279	279	999999	999999	284	284	284	284	284	999999	999999	46	46	46	46	46	46	38	23	23	23	23	23	15	999999	363	363	363	363	363	999999	999999	47	47	47	47	47	47	39	300	300	300	300	300	999999	999999	0
999999	999999	999999	999999	999999	999999	999999	321	321	321	321	321	321	999999	200	200	200	200	200	200	999999	271	271	271	271	271	271	999999	190	190	190	190	190	190	999999	177	177	177	177	177	177	999999	305	305	305	305	305	305	999999	175	175	175	175	175	175	999999	96	96	96	96	96	96	999999	441	441	441	441	441	441	999999	22	22	22	22	22	22	14	128	128	128	128	128	128	999999	192	192	192	192	192	192	999999	394	394	394	394	394	394	999999	380	380	380	380	380	380	999999	398	398	398	398	398	398	999999	282	282	282	282	282	282	999999	19	19	19	19	19	19	11	469	469	469	469	469	469	999999	212	212	212	212	212	212	999999	230	230	230	230	230	230	999999	183	183	183	183	183	183	999999	272	272	272	272	272	272	999999	173	173	173	173	173	173	999999	208	208	208	208	208	208	999999	351	351	351	351	351	351	999999	282	282	282	282	282	282	999999	21	21	21	21	21	21	13	185	185	185	185	185	185	999999	366	366	366	366	366	366	999999	139	139	139	139	139	139	999999	226	226	226	226	226	226	999999	252	252	252	252	252	252	999999	279	279	279	279	279	279	999999	284	284	284	284	284	284	999999	158	158	158	158	158	158	999999	23	23	23	23	23	23	15	363	363	363	363	363	363	999999	165	165	165	165	165	165	999999	300	300	300	300	300	300	999999	0
999999	999999	999999	999999	999999	999999	999999	321	321	321	321	321	321	321	200	200	200	200	200	200	200	271	271	271	271	271	271	271	190	190	190	190	190	190	190	177	177	177	177	177	177	177	305	305	305	305	305	305	305	175	175	175	175	175	175	175	96	96	96	96	96	96	96	441	441	441	441	441	441	441	65	65	65	65	65	65	65	128	128	128	128	128	128	128	192	192	192	192	192	192	192	394	394	394	394	394	394	394	380	380	380	380	380	380	380	398	398	398	398	398	398	398	282	282	282	282	282	282	282	53	53	53	53	53	53	53	469	469	469	469	469	469	469	212	212	212	212	212	212	212	230	230	230	230	230	230	230	183	183	183	183	183	183	183	272	272	272	272	272	272	272	173	173	173	173	173	173	173	208	208	208	208	208	208	208	351	351	351	351	351	351	351	282	282	282	282	282	282	282	62	62	62	62	62	62	62	185	185	185	185	185	185	185	366	366	366	366	366	366	366	139	139	139	139	139	139	139	226	226	226	226	226	226	226	252	252	252	252	252	252	252	279	279	279	279	279	279	279	284	284	284	284	284	284	284	158	158	158	158	158	158	158	68	68	68	68	68	68	68	363	363	363	363	363	363	363	165	165	165	165	165	165	165	300	300	300	300	300	300	300	0
86	86	86	86	78	999999	999999	999999	999999	999999	999999	999999	999999	999999	38	38	30	999999	999999	999999	999999	49	49	49	41	999999	999999	999999	51	51	51	43	999999	999999	999999	94	94	94	94	94	86	999999	63	63	63	55	999999	999999	999999	55	55	55	47	999999	999999	999999	70	70	70	70	62	999999	999999	80	80	80	80	72	999999	999999	100	100	100	100	100	92	999999	61	61	61	53	999999	999999	999999	92	92	92	92	92	84	999999	93	93	93	93	93	85	999999	67	67	67	59	999999	999999	999999	55	55	55	47	999999	999999	999999	66	66	66	58	999999	999999	999999	76	76	76	76	68	999999	999999	84	84	84	84	76	999999	999999	39	39	31	999999	999999	999999	999999	70	70	70	70	62	999999	999999	64	64	64	56	999999	999999	999999	20	12	999999	999999	999999	999999	999999	86	86	86	86	78	999999	999999	39	39	31	999999	999999	999999	999999	54	54	54	46	999999	999999	999999	110	110	110	110	110	110	102	99	99	99	99	99	91	999999	42	42	34	999999	999999	999999	999999	84	84	84	84	76	999999	999999	65	65	65	57	999999	999999	999999	89	89	89	89	81	999999	999999	88	88	88	88	80	999999	999999	19	11	999999	999999	999999	999999	999999	116	116	116	116	116	116	108	70	70	70	70	62	999999	999999	73	73	73	73	65	999999	999999	123	123	123	123	123	123	115	105	105	105	105	105	97	999999	75	75	75	75	67	999999	999999	0
86	86	86	86	86	78	999999	999999	999999	999999	999999	999999	999999	999999	38	38	38	30	999999	999999	999999	49	49	49	49	41	999999	999999	51	51	51	51	43	999999	999999	94	94	94	94	94	94	86	63	63	63	63	55	999999	999999	55	55	55	55	47	999999	999999	70	70	70	70	70	62	999999	80	80	80	80	80	72	999999	100	100	100	100	100	100	92	61	61	61	61	53	999999	999999	92	92	92	92	92	92	84	93	93	93	93	93	93	85	67	67	67	67	59	999999	999999	55	55	55	55	47	999999	999999	66	66	66	66	58	999999	999999	76	76	76	76	76	68	999999	84	84	84	84	84	76	999999	39	39	39	31	999999	999999	999999	70	70	70	70	70	62	999999	64	64	64	64	56	999999	999999	20	20	12	999999	999999	999999	999999	86	86	86	86	86	78	999999	39	39	39	31	999999	999999	999999	54	54	54	54	46	999999	999999	414	414	999999	999999	999999	999999	999999	99	99	99	99	99	99	91	42	42	42	34	999999	999999	999999	84	84	84	84	84	76	999999	65	65	65	65	57	999999	999999	89	89	89	89	89	81	999999	88	88	88	88	88	80	999999	19	19	11	999999	999999	999999	999999	440	440	999999	999999	999999	999999	999999	70	70	70	70	70	62	999999	73	73	73	73	73	65	999999	468	468	999999	999999	999999	999999	999999	105	105	105	105	105	105	97	75	75	75	75	75	67	999999	0
86	86	86	86	86	86	78	999999	999999	999999	999999	999999	999999	999999	38	38	38	38	30	999999	999999	49	49	49	49	49	41	999999	51	51	51	51	51	43	999999	351	351	351	999999	999999	999999	999999	63	63	63	63	63	55	999999	55	55	55	55	55	47	999999	70	70	70	70	70	70	62	80	80	80	80	80	80	72	375	375	375	999999	999999	999999	999999	61	61	61	61	61	53	999999	345	345	345	999999	999999	999999	999999	348	348	348	999999	999999	999999	999999	67	67	67	67	67	59	999999	55	55	55	55	55	47	999999	66	66	66	66	66	58	999999	76	76	76	76	76	76	68	84	84	84	84	84	84	76	39	39	39	39	31	999999	999999	70	70	70	70	70	70	62	64	64	64	64	64	56	999999	20	20	20	12	999999	999999	999999	86	86	86	86	86	86	78	39	39	39	39	31	999999	999999	54	54	54	54	54	46	999999	414	414	414	999999	999999	999999	999999	373	373	373	999999	999999	999999	999999	42	42	42	42	34	999999	999999	84	84	84	84	84	84	76	65	65	65	65	65	57	999999	89	89	89	89	89	89	81	88	88	88	88	88	88	80	19	19	19	11	999999	999999	999999	440	440	440	999999	999999	999999	999999	70	70	70	70	70	70	62	73	73	73	73	73	73	65	468	468	468	999999	999999	999999	999999	397	397	397	999999	999999	999999	999999	75	75	75	75	75	75	67	0
